70436,22,0.019036,0,12
98412,23,0.023386,0,15
11718,17,0.002158,0,13
134664,25,0.036928,0,17
5209,16,0.000943,0,10
59830,22,0.011869,0,12
71614,22,0.016312,0,14
42704,21,0.008899,0,11
10486,17,0.001895,0,7
55230,21,0.011336,0,13
86288,23,0.019145,0,15
87902,23,0.019143,0,11
24271,19,0.00476,0,13
67445,22,0.015528,0,14
21294,19,0.004077,0,13
67976,22,0.015022,0,10
30932,20,0.006446,0,10
51926,21,0.010406,0,19
74010,22,0.016691,0,18
57200,22,0.01126,0,16
6175,16,0.001113,0,14
4890,16,0.000854,0,10
128087,25,0.029717,0,15
59140,22,0.012126,0,14
86044,23,0.021804,0,13
124428,25,0.033285,0,15
55828,21,0.011662,0,15
1904,13,0.000348,0,7
89286,23,0.025568,0,13
96167,24,0.023677,0,16
108997,24,0.027036,0,14
6800,16,0.001336,0,12
12237,18,0.002148,0,16
91221,23,0.021206,0,13
146642,26,0.037364,0,14
166169,27,0.057884,0,17
61999,22,0.013086,0,14
149038,26,0.04514,0,14
66394,22,0.015926,0,12
134964,25,0.050104,0,13
3528,14,0.000694,0,8
141058,25,0.040537,0,19
51334,21,0.013554,0,11
147235,26,0.045799,0,16
96629,24,0.030723,0,14
117820,24,0.03892,0,20
12721,18,0.00229,0,14
82402,23,0.02214,0,15
55950,21,0.012887,0,11
170358,28,0.065986,0,16
41346,20,0.008754,0,12
163708,27,0.058984,0,15
25948,19,0.005072,0,11
146431,26,0.04038,0,16
16644,18,0.003736,0,12
113398,24,0.03072,0,16
12763,18,0.002412,0,8
102477,24,0.025245,0,12
91593,23,0.023188,0,17
116022,24,0.033667,0,16
170975,27,0.062125,0,19
132375,25,0.038894,0,13
43631,21,0.009,0,15
61343,22,0.013659,0,18
173107,28,0.062311,0,14
37323,20,0.008062,0,16
166627,27,0.061144,0,17
165544,27,0.054045,0,15
136365,25,0.034101,0,19
101428,24,0.023161,0,10
99337,24,0.02376,0,16
69657,22,0.017022,0,16
169153,27,0.059279,0,15
146614,26,0.04191,0,18
136769,25,0.032854,0,11
144168,26,0.039634,0,20
32178,20,0.006857,0,14
149505,26,0.03692,0,16
6810,16,0.001301,0,10
165286,27,0.051372,0,17
20088,19,0.003799,0,11
134133,25,0.034681,0,21
3471,15,0.000625,0,11
9452,17,0.0017,0,13
4001,15,0.000763,0,7
134421,25,0.034526,0,17
10951,17,0.002022,0,11
165164,27,0.049503,0,17
32194,20,0.006796,0,8
37083,20,0.007757,0,12
163614,27,0.060693,0,21
145000,26,0.034054,0,18
68791,22,0.015627,0,12
69185,22,0.016089,0,14
66051,22,0.014756,0,12
25603,19,0.005078,0,17
30499,20,0.006573,0,8
45472,21,0.009149,0,9
106698,24,0.025089,0,14
130566,25,0.032984,0,13
