809224,22,0.043335,0,12
1659716,23,0.088763,0,15
56332,17,0.003073,0,13
3832745,25,0.206096,0,17
20305,16,0.001195,0,10
572929,22,0.031226,0,12
840836,22,0.050634,0,14
336804,21,0.017977,0,11
48030,17,0.00269,0,7
523656,21,0.02825,0,13
1183127,23,0.063592,0,15
1229083,23,0.066186,0,11
144153,19,0.007817,0,13
726908,22,0.040207,0,14
119854,19,0.006696,0,13
746437,22,0.041134,0,10
201422,20,0.011239,0,10
463439,21,0.025549,0,19
880730,22,0.051259,0,18
529433,22,0.02884,0,16
25389,16,0.001432,0,14
18803,16,0.001035,0,10
3233556,25,0.171479,0,15
559966,22,0.029825,0,14
1161412,23,0.062363,0,13
3012022,25,0.158621,0,15
533665,21,0.028757,0,15
6472,13,0.000381,0,7
1258485,23,0.073395,0,13
1506581,24,0.080506,0,16
2082556,24,0.114715,0,14
28816,16,0.001596,0,12
57963,18,0.003129,0,16
1339032,23,0.072652,0,13
5227219,26,0.278078,0,14
10582097,27,0.565835,0,17
618550,22,0.032858,0,14
5647709,26,0.304511,0,14
707091,22,0.037741,0,12
3906491,25,0.210017,0,13
13166,14,0.00077,0,8
4826279,25,0.260205,0,19
445186,21,0.023908,0,11
5301125,26,0.280198,0,16
1521264,24,0.080711,0,14
2550556,24,0.135751,0,20
60744,18,0.003236,0,14
1071876,23,0.057259,0,15
542261,21,0.029167,0,11
13426501,28,0.702456,0,16
323493,20,0.019203,0,12
9617303,27,0.513676,0,15
160297,19,0.008737,0,11
5150682,26,0.277514,0,16
86884,18,0.004663,0,12
2296791,24,0.121999,0,16
60654,18,0.00324,0,8
1715624,24,0.090383,0,12
1336827,23,0.07086,0,17
2536222,24,0.135046,0,16
15171649,27,0.814148,0,19
3587527,25,0.19016,0,13
344582,21,0.018164,0,15
599226,22,0.031803,0,18
15073854,28,0.784746,0,14
277227,20,0.015419,0,16
10843669,27,0.577892,0,17
10295974,27,0.548567,0,15
4095213,25,0.217509,0,19
1665813,24,0.088264,0,10
1583030,24,0.083233,0,16
792904,22,0.042818,0,16
12496979,27,0.656733,0,15
5225955,26,0.274175,0,18
4088312,25,0.224292,0,11
4873453,26,0.256178,0,20
214527,20,0.011522,0,14
5735592,26,0.301942,0,16
28881,16,0.001866,0,10
10128430,27,0.563966,0,17
110829,19,0.005892,0,11
3745531,25,0.199236,0,21
12608,15,0.000729,0,11
42323,17,0.002314,0,13
15054,15,0.00137,0,7
3814064,25,0.202903,0,17
51080,17,0.002765,0,11
10083429,27,0.530858,0,17
216000,20,0.011637,0,8
269408,20,0.014552,0,12
9608157,27,0.505238,0,21
4963354,26,0.261978,0,18
761900,22,0.040296,0,12
779904,22,0.041794,0,14
713444,22,0.038106,0,12
156601,19,0.008484,0,17
197513,20,0.010563,0,8
365116,21,0.019375,0,9
1905883,24,0.101799,0,14
3411288,25,0.183185,0,13
